id,name,name_en,country,province,longitude,latitude,timezone,population,capital
295,中山,Zhongshan,China,广东,113.35,22.5333,Asia/Shanghai,2909634,minor
296,威海,Weihai,China,山东,122.1,37.5,Asia/Shanghai,2906548,minor
297,大庆,Daqing,China,黑龙江,125.008,46.5979,Asia/Shanghai,2904532,minor
298,Bursa,Bursa,Turkey,Bursa,29.0805,40.1913,Europe/Istanbul,2901396,admin
299,Mbuji-Mayi,Mbuji-Mayi,Congo (Kinshasa),Kasaï Oriental,23.5967,-6.1209,UTC,2892000,admin
300,海口,Haikou,China,海南,110.32,20.02,Asia/Shanghai,2873358,admin
301,湘潭,Xiangtan,China,湖南,112.9228,27.8431,Asia/Shanghai,2864800,
302,Pyongyang,Pyongyang,"Korea, North",P’yŏngyang,125.7475,39.0167,Asia/Pyongyang,2863000,primary
303,San Luis Potosi,San Luis Potosi,Mexico,San Luis Potosí,-100.975,22.1497,America/Mexico_City,2822255,admin
304,Brazzaville,Brazzaville,Congo (Brazzaville),Brazzaville,15.2711,-4.2694,UTC,2813480,primary
305,Omdurman,Omdurman,Sudan,Khartoum,32.4629,15.6835,UTC,2805396,
306,牡丹江,Mudanjiang,China,黑龙江,129.5997,44.5861,Asia/Shanghai,2798723,minor
307,斯图加特,Stuttgart,Germany,Baden-Württemberg,9.18,48.7775,Europe/Berlin,2787727,admin
308,罗马,Rome,Italy,Lazio,12.4828,41.8931,Europe/Rome,2748109,primary
309,汕尾,Shanwei,China,广东,115.3331,22.7664,Asia/Shanghai,2738482,minor
310,Brooklyn,Brooklyn,United States,New York,-73.9496,40.6501,America/New_York,2736074,
311,Kaohsiung,Kaohsiung,Taiwan,Kaohsiung,120.2975,22.615,Asia/Taipei,2733964,admin
312,Teresina,Teresina,Brazil,Piauí,-42.8167,-5.0903,America/Sao_Paulo,2729527,admin
313,龙岩,Longyan,China,福建,117.0244,25.0881,Asia/Shanghai,2723637,minor
314,铁岭,Tieling,China,辽宁,123.8365,42.2841,Asia/Shanghai,2717732,
315,丹佛,Denver,United States,Colorado,-104.8758,39.762,America/New_York,2714768,admin
316,包头,Baotou,China,Inner Mongolia,109.8345,40.6562,Asia/Shanghai,2709378,
317,邯郸,Handan,China,河北,114.4894,36.6116,Asia/Shanghai,2708016,minor
318,布里斯班,Brisbane,Australia,Queensland,153.0278,-27.4678,Australia/Sydney,2706966,admin
319,定西,Dingxi,China,甘肃,104.6263,35.5806,Asia/Shanghai,2698624,minor
320,大马士革,Damascus,Syria,Dimashq,36.2919,33.5131,Asia/Damascus,2685360,primary
321,南平,Nanping,China,福建,118.1728,26.6448,Asia/Shanghai,2680645,minor
322,自贡,Zigong,China,四川,104.7645,29.3498,Asia/Shanghai,2678899,
323,Gazipura,Gazipura,Bangladesh,Dhaka,90.375,23.9889,Asia/Dhaka,2677715,
324,潮州,Chaozhou,China,广东,116.63,23.67,Asia/Shanghai,2656600,minor
325,潍坊,Weifang,China,山东,119.1,36.7167,Asia/Shanghai,2636155,
326,淮安,Huai'an,China,江苏,119.0192,33.5886,Asia/Shanghai,2632789,
327,淄博,Zibo,China,山东,118.0497,36.7831,Asia/Shanghai,2631648,
328,葫芦岛,Huludao,China,辽宁,120.8378,40.7094,Asia/Shanghai,2623541,minor
329,慕尼黑,Munich,Germany,Bavaria,11.575,48.1375,Europe/Berlin,2606021,admin
330,鼓楼,Gulou,China,福建,119.298,26.0865,Asia/Shanghai,2606000,minor
331,阳江,Yangjiang,China,广东,111.9627,21.8556,Asia/Shanghai,2602959,minor
332,雁江,Yanjiang,China,四川,104.6397,30.1256,Asia/Shanghai,2593843,minor
333,伯明翰,Birmingham,United Kingdom,Birmingham,-1.9025,52.48,Europe/London,2590363,
334,佳木斯,Jiamusi,China,黑龙江,130.3653,46.8081,Asia/Shanghai,2552097,minor
335,麦德林,Medellin,Colombia,Antioquia,-75.5676,6.2502,America/Bogota,2529403,admin
336,绍兴,Shaoxing,China,浙江,120.5833,30.0,Asia/Shanghai,2521965,minor
337,烟台,Yantai,China,山东,121.4478,37.4644,Asia/Shanghai,2511054,
338,惠州,Huizhou,China,广东,114.4152,23.1115,Asia/Shanghai,2509244,minor
339,丽水,Lishui,China,浙江,119.9167,28.45,Asia/Shanghai,2507396,minor
340,宣州,Xuanzhou,China,安徽,118.7518,30.9475,Asia/Shanghai,2500063,
341,Gorakhpur,Gorakhpur,India,Chhattīsgarh,81.6042,22.1688,Asia/Kolkata,2500000,
342,汉堡,Hamburg,Germany,Hamburg,10.0,53.55,Europe/Berlin,2496600,admin
343,安康,Ankang,China,陕西,109.0235,32.6877,Asia/Shanghai,2493436,
344,Havana,Havana,Cuba,La Habana,-82.3589,23.1367,UTC,2492618,primary
345,三明,Sanming,China,福建,117.6302,26.2658,Asia/Shanghai,2486450,minor
346,Toluca,Toluca,Mexico,México,-99.6539,19.2922,America/Mexico_City,2476689,admin
347,黄石,Huangshi,China,湖北,115.0326,30.2018,Asia/Shanghai,2471700,minor
348,安顺,Anshun,China,贵州,105.934,26.2456,Asia/Shanghai,2470630,
349,西宁,Xining,China,青海,101.7787,36.6239,Asia/Shanghai,2467965,admin
350,卢萨卡,Lusaka,Zambia,Lusaka,28.2833,-15.4167,UTC,2467563,primary
351,丹东,Dandong,China,辽宁,124.3833,40.1167,Asia/Shanghai,2444697,
352,大邱,Daegu,"Korea, South",Daegu,128.6017,35.8717,Asia/Seoul,2444412,admin
353,Taipei,Taipei,Taiwan,Taipei,121.5625,25.0375,Asia/Taipei,2442991,primary
354,Yaounde,Yaounde,Cameroon,Centre,11.5181,3.8578,UTC,2440462,primary
355,珠海,Zhuhai,China,广东,113.5719,22.2742,Asia/Shanghai,2439585,minor
356,保山,Baoshan,China,云南,99.169,25.1211,Asia/Shanghai,2431211,
357,营口,Yingkou,China,辽宁,122.2297,40.6653,Asia/Shanghai,2428534,minor
358,麦加,Mecca,Saudi Arabia,Makkah al Mukarramah,39.8261,21.4225,Asia/Riyadh,2427924,admin
359,Antalya,Antalya,Turkey,Antalya,30.6956,36.9081,Europe/Istanbul,2426356,admin
360,温哥华,Vancouver,Canada,British Columbia,-123.1,49.25,America/Toronto,2426160,
361,连山,Lianshan,China,辽宁,120.8533,40.7643,Asia/Shanghai,2426000,minor
362,贝鲁特,Beirut,Lebanon,Beyrouth,35.5131,33.8869,Asia/Beirut,2421354,primary
363,萨尔瓦多,Salvador,Brazil,Bahia,-38.4928,-12.9831,America/Sao_Paulo,2417678,admin
364,布加勒斯特,Bucharest,Romania,Bucureşti,26.0978,44.4134,Europe/Bucharest,2412530,primary
365,Nagpur,Nagpur,India,Mahārāshtra,79.0806,21.1497,Asia/Kolkata,2405665,
366,Queens,Queens,United States,New York,-73.7976,40.7498,America/New_York,2405464,
367,云浮,Yunfu,China,广东,112.0353,22.9242,Asia/Shanghai,2383350,minor
368,Bekasi,Bekasi,Indonesia,Jawa Barat,107.0,-6.2333,Asia/Jakarta,2381053,
369,Guwahati,Guwahati,India,Assam,91.7502,26.1806,Asia/Kolkata,2376654,
370,Ghaziabad,Ghaziabad,India,Uttar Pradesh,77.4167,28.6667,Asia/Kolkata,2375820,
371,洛阳,Luoyang,China,河南,112.4245,34.6587,Asia/Shanghai,2372572,minor
372,漯河,Luohe,China,河南,114.0109,33.583,Asia/Shanghai,2367490,minor
373,Riverside,Riverside,United States,California,-117.3949,33.9381,America/New_York,2333040,
374,科伦坡,Colombo,Sri Lanka,Western,79.8606,6.9267,Asia/Colombo,2323826,primary
375,法兰克福,Frankfurt,Germany,Hesse,8.6822,50.1106,Europe/Berlin,2319029,minor
376,马瑙斯,Manaus,Brazil,Amazonas,-60.0217,-3.1189,America/Sao_Paulo,2303732,admin
377,巴库,Baku,Azerbaijan,Bakı,49.8352,40.3667,Asia/Baku,2300500,primary
378,塔那那利佛,Antananarivo,Madagascar,Antananarivo,47.525,-18.91,UTC,2300000,primary
379,拉斯维加斯,Las Vegas,United States,Nevada,-115.2654,36.2333,America/New_York,2299189,
380,福冈,Fukuoka,Japan,Fukuoka,130.4017,33.5901,Asia/Tokyo,2286000,admin
381,延安,Yan'an,China,陕西,109.4863,36.5952,Asia/Shanghai,2282581,
382,昌平,Changping,China,北京,116.2255,40.2197,Asia/Shanghai,2269487,
383,南通,Nantong,China,江苏,120.8873,31.9829,Asia/Shanghai,2261383,minor
384,临沧,Lincang,China,云南,100.0871,23.8864,Asia/Shanghai,2257991,
385,玉溪,Yuxi,China,云南,102.5432,24.3495,Asia/Shanghai,2249502,minor
386,加拉加斯,Caracas,Venezuela,Distrito Capital,-66.9144,10.5061,America/Caracas,2245744,primary
387,Tangerang,Tangerang,Indonesia,Jawa Barat,106.6403,-6.1703,Asia/Jakarta,2237006,
388,来宾,Laibin,China,广西,109.2333,23.7333,Asia/Shanghai,2233900,minor
389,Konya,Konya,Turkey,Konya,32.4921,37.8728,Europe/Istanbul,2232374,admin
390,阿拉木图,Almaty,Kazakhstan,Almaty,76.915,43.24,Asia/Almaty,2228675,admin
391,维也纳,Vienna,Austria,Wien,16.3725,48.2083,Europe/Vienna,2223236,primary
392,Esfahan,Esfahan,Iran,Eşfahān,51.675,32.6525,Asia/Tehran,2219343,admin
393,Qinbaling,Qinbaling,China,甘肃,107.64,35.7278,Asia/Shanghai,2211191,
394,巴尔的摩,Baltimore,United States,Maryland,-76.6144,39.3051,America/New_York,2201673,
395,晋城,Jincheng,China,山西,112.8483,35.4906,Asia/Shanghai,2194545,minor
396,Shengli,Shengli,China,山东,118.4667,37.45,Asia/Shanghai,2193518,minor
397,洛美,Lome,Togo,Maritime,1.2158,6.13,UTC,2188376,primary
398,Campinas,Campinas,Brazil,São Paulo,-47.0573,-22.9009,America/Sao_Paulo,2184952,minor
399,高平,Gaoping,China,四川,106.1029,30.7758,Asia/Shanghai,2174000,minor
400,Awka,Awka,Nigeria,Anambra,7.0667,6.2,Africa/Lagos,2171900,admin
401,台州,Taizhou,China,浙江,121.4221,28.6583,Asia/Shanghai,2162461,minor
402,马鞍山,Ma'anshan,China,安徽,118.5101,31.6858,Asia/Shanghai,2159930,minor
403,哈拉雷,Harare,Zimbabwe,Harare,31.0522,-17.8292,UTC,2150000,primary
404,珀斯,Perth,Australia,Western Australia,115.8597,-31.9558,Australia/Sydney,2141834,admin
405,Coimbatore,Coimbatore,India,Tamil Nādu,76.9633,11.0008,Asia/Kolkata,2136916,
406,St. Louis,St. Louis,United States,Missouri,-90.2451,38.6359,America/New_York,2129918,
407,金边,Phnom Penh,Cambodia,Phnom Penh,104.921,11.5696,Asia/Phnom_Penh,2129371,primary
408,Haiphong,Haiphong,Vietnam,Hải Phòng,106.6667,20.8,Asia/Ho_Chi_Minh,2124500,admin
409,摩加迪沙,Mogadishu,Somalia,Banaadir,45.3419,2.0392,UTC,2120000,primary
410,普宁,Puning,China,广东,116.1586,23.2993,Asia/Shanghai,2118200,
411,波特兰,Portland,United States,Oregon,-122.65,45.5371,America/New_York,2115140,
412,Kowloon,Kowloon,Hong Kong,,114.1833,22.3167,Asia/Hong_Kong,2108419,
413,Panama City,Panama City,Panama,Panamá,-79.5347,8.9711,UTC,2100189,primary
414,Zamboanga City,Zamboanga City,Philippines,Zamboanga,122.0761,6.9042,Asia/Manila,2100000,admin
415,崇左,Chongzuo,China,广西,107.3667,22.4167,Asia/Shanghai,2099400,minor
416,Rawalpindi,Rawalpindi,Pakistan,Punjab,73.0679,33.6007,Asia/Karachi,2098231,minor
417,圣安东尼奥,San Antonio,United States,Texas,-98.5238,29.4632,America/New_York,2096390,
418,贺州,Hezhou,China,广西,111.5478,24.4164,Asia/Shanghai,2072600,minor
419,平凉,Pingliang,China,甘肃,106.6819,35.5412,Asia/Shanghai,2068033,minor
420,拉巴斯,La Paz,Bolivia,La Paz,-68.1333,-16.4958,America/La_Paz,2063633,primary
421,庆阳,Qingyang,China,福建,118.5792,24.8141,Asia/Shanghai,2061600,minor
422,Patna,Patna,India,Bihār,85.1414,25.61,Asia/Kolkata,2046652,admin
423,Rajkot,Rajkot,India,Gujarāt,70.7984,22.2969,Asia/Kolkata,2043000,
424,商州,Shangzhou,China,陕西,109.9244,33.868,Asia/Shanghai,2041231,
425,Vishakhapatnam,Vishakhapatnam,India,Andhra Pradesh,83.2922,17.6939,Asia/Kolkata,2035922,
426,三门峡,Sanmenxia,China,河南,111.195,34.7736,Asia/Shanghai,2034872,minor
427,白城,Baicheng,China,吉林,122.832,45.6148,Asia/Shanghai,2032356,minor
428,华沙,Warsaw,Poland,Mazowieckie,21.0111,52.23,Europe/Warsaw,2028000,primary
429,Gujranwala,Gujranwala,Pakistan,Punjab,74.1833,32.15,Asia/Karachi,2027001,minor
430,阿勒颇,Aleppo,Syria,Ḩalab,37.16,36.2,Asia/Damascus,2003671,admin
431,蒂华纳,Tijuana,Mexico,Baja California,-117.0372,32.5364,America/Mexico_City,2002000,minor
432,明斯克,Minsk,Belarus,Minsk,27.5618,53.9022,Europe/Minsk,1995091,primary
433,Indore,Indore,India,Madhya Pradesh,75.855,22.7186,Asia/Kolkata,1994397,
434,Sanliurfa,Sanliurfa,Turkey,Şanlıurfa,38.7917,37.1583,Europe/Istanbul,1985753,admin
435,萨克拉门托,Sacramento,United States,California,-121.4685,38.5677,America/New_York,1975489,admin
436,Karaj,Karaj,Iran,Alborz,50.9917,35.8328,Asia/Tehran,1973470,admin
437,Kananga,Kananga,Congo (Kinshasa),Kasaï Central,22.4167,-5.8961,UTC,1971704,admin
438,淮北,Huaibei,China,安徽,116.789,33.9562,Asia/Shanghai,1970265,
439,Peshawar,Peshawar,Pakistan,Khyber Pakhtunkhwa,71.5675,34.0144,Asia/Karachi,1970042,admin
440,札幌,Sapporo,Japan,Hokkaidō,141.3544,43.0619,Asia/Tokyo,1959313,admin
441,瓦伦西亚,Valencia,Venezuela,Carabobo,-68.0,10.1667,America/Caracas,1958724,admin
442,Orlando,Orlando,United States,Florida,-81.337,28.4773,America/New_York,1948155,
443,奥斯汀,Austin,United States,Texas,-97.7522,30.3005,America/New_York,1940039,admin
444,凭祥,Pingxiang,China,江西,113.85,27.6333,Asia/Shanghai,1933200,minor
445,松江,Songjiang,China,上海,121.2291,31.0152,Asia/Shanghai,1909713,minor
446,银川,Yinchuan,China,宁夏,106.225,38.485,Asia/Shanghai,1901793,admin
447,Abhepur,Abhepur,India,Punjab,76.8333,30.6667,Asia/Kolkata,1895686,
448,Gumanwala,Gumanwala,India,Uttarākhand,77.9,29.9333,Asia/Kolkata,1890422,
449,Thane,Thane,India,Mahārāshtra,72.9633,19.18,Asia/Kolkata,1886941,
450,Tainan,Tainan,Taiwan,Tainan,120.185,22.99,Asia/Taipei,1874686,admin
451,Multan,Multan,Pakistan,Punjab,71.4711,30.1978,Asia/Karachi,1871843,minor
452,Port Harcourt,Port Harcourt,Nigeria,Rivers,7.0163,4.7655,Africa/Lagos,1865000,admin
453,鸡西,Jixi,China,黑龙江,130.965,45.2937,Asia/Shanghai,1862165,minor
454,抚顺,Fushun,China,辽宁,123.8917,41.8708,Asia/Shanghai,1861372,
455,义乌,Yiwu,China,浙江,120.0698,29.3081,Asia/Shanghai,1859390,minor
456,辽阳,Liaoyang,China,辽宁,123.1772,41.2643,Asia/Shanghai,1858768,
457,北海,Beihai,China,广西,109.1,21.4667,Asia/Shanghai,1853227,minor
458,Davao,Davao,Philippines,Davao,125.6094,7.0662,Asia/Manila,1848947,admin
459,Xushan,Xushan,China,浙江,121.2665,30.1697,Asia/Shanghai,1829488,minor
460,圣何塞,San Jose,United States,California,-121.848,37.3012,America/New_York,1827643,
461,阜新,Fuxin,China,辽宁,121.6486,42.0127,Asia/Shanghai,1819339,
462,武威,Wuwei,China,甘肃,102.6329,37.9278,Asia/Shanghai,1815059,minor
463,San Juan,San Juan,Puerto Rico,Puerto Rico,-66.061,18.3985,UTC,1813477,primary
464,Bhopal,Bhopal,India,Madhya Pradesh,77.4167,23.25,Asia/Kolkata,1798218,admin
465,Mosul,Mosul,Iraq,Nīnawá,43.1167,36.3667,Asia/Baghdad,1792000,admin
466,蒙得维的亚,Montevideo,Uruguay,Montevideo,-56.1913,-34.9059,America/Montevideo,1788170,primary
467,卢本巴希,Lubumbashi,Congo (Kinshasa),Haut-Katanga,27.4828,-11.6642,UTC,1786397,admin
468,阿克拉,Accra,Ghana,Greater Accra,-0.1969,5.556,Africa/Accra,1782150,primary
469,Benin City,Benin City,Nigeria,Edo,5.6145,6.3176,Africa/Lagos,1780000,admin
470,库里蒂巴,Curitiba,Brazil,Paraná,-49.2719,-25.4297,America/Sao_Paulo,1773718,admin
471,Shuyangzha,Shuyangzha,China,江苏,118.7333,34.1,Asia/Shanghai,1770000,
472,印第安纳波利斯,Indianapolis,United States,Indiana,-86.1458,39.7771,America/New_York,1767321,admin
473,Adana,Adana,Turkey,Adana,35.3387,36.9866,Europe/Istanbul,1765981,admin
474,基多,Quito,Ecuador,Pichincha,-78.5125,-0.22,America/Guayaquil,1763275,primary
475,Agra,Agra,India,Uttar Pradesh,78.02,27.18,Asia/Kolkata,1760285,
476,Peyanvilai,Peyanvilai,India,Tamil Nādu,78.1046,8.5674,Asia/Kolkata,1750176,
477,基加利,Kigali,Rwanda,Kigali,30.115,-1.9525,UTC,1745555,primary
478,Hyderabad City,Hyderabad City,Pakistan,Sindh,68.3683,25.3792,Asia/Karachi,1732693,minor
479,Diyarbakir,Diyarbakir,Turkey,Diyarbakır,40.2367,37.9108,Europe/Istanbul,1732396,admin
480,Pittsburgh,Pittsburgh,United States,Pennsylvania,-79.9763,40.4397,America/New_York,1729616,
481,Pimpri-Chinchwad,Pimpri-Chinchwad,India,Mahārāshtra,73.8131,18.6278,Asia/Kolkata,1729320,
482,Cincinnati,Cincinnati,United States,Ohio,-84.506,39.1413,America/New_York,1726642,
483,Masqat,Masqat,Oman,Masqaţ,58.5911,23.614,Asia/Muscat,1720000,
484,里昂,Lyon,France,Auvergne-Rhône-Alpes,4.835,45.7675,Europe/Paris,1716050,admin
485,堪萨斯城,Kansas City,United States,Missouri,-94.5541,39.1238,America/New_York,1714910,
486,朔州,Shuozhou,China,山西,112.4292,39.3408,Asia/Shanghai,1714857,minor
487,Caloocan City,Caloocan City,Philippines,Caloocan,120.9667,14.65,Asia/Manila,1712945,admin
488,本溪,Benxi,China,辽宁,123.761,41.292,Asia/Shanghai,1709538,
489,白银,Baiyin,China,甘肃,104.1766,36.5448,Asia/Shanghai,1708751,minor
490,Saundhonwali,Saundhonwali,India,Uttarākhand,77.9608,30.3331,Asia/Kolkata,1696694,
491,Cleveland,Cleveland,United States,Ohio,-81.6805,41.4764,America/New_York,1695555,
492,Manhattan,Manhattan,United States,New York,-73.9662,40.7834,America/New_York,1694263,
493,Gaziantep,Gaziantep,Turkey,Gaziantep,37.3792,37.0628,Europe/Istanbul,1680723,admin
494,坎帕拉,Kampala,Uganda,Kampala,32.5811,0.3136,UTC,1680600,primary
495,Sanzhou,Sanzhou,China,重庆,108.431,30.7458,Asia/Shanghai,1680000,
496,常熟,Changshu,China,江苏,120.7333,31.65,Asia/Shanghai,1677050,
497,景德镇,Jingdezhen,China,江西,117.2036,29.2942,Asia/Shanghai,1673200,minor
498,科纳克里,Conakry,Guinea,Conakry,-13.7122,9.5092,UTC,1667864,primary
499,Ecatepec,Ecatepec,Mexico,México,-99.0492,19.5991,America/Mexico_City,1655015,minor
500,Masvingo,Masvingo,Zimbabwe,Masvingo,30.8328,-20.0744,UTC,1638528,admin
501,新西伯利亚,Novosibirsk,Russia,Novosibirskaya Oblast’,82.9167,55.0333,Europe/Moscow,1637266,admin
502,马赛,Marseille,France,Provence-Alpes-Côte d’Azur,5.3764,43.2967,Europe/Paris,1635154,admin
503,哥伦布,Columbus,United States,Ohio,-82.9855,39.9862,America/New_York,1635039,admin
504,Semarang,Semarang,Indonesia,Jawa Tengah,110.4225,-6.99,Asia/Jakarta,1621384,admin
505,Ludhiana,Ludhiana,India,Punjab,75.8486,30.9083,Asia/Kolkata,1618879,
506,江阴,Jiangyin,China,江苏,120.2653,31.9087,Asia/Shanghai,1595138,
507,瓦伦西亚,Valencia,Spain,Valencia,-0.3764,39.47,Europe/Madrid,1595000,admin
508,Leon de los Aldama,Leon de los Aldama,Mexico,Guanajuato,-101.6833,21.1219,America/Mexico_City,1579803,minor
509,普埃布拉,Puebla,Mexico,Puebla,-98.2062,19.0413,America/Mexico_City,1576259,admin
510,Chengtangcun,Chengtangcun,China,山东,117.15,35.0833,Asia/Shanghai,1574648,
511,Meerut,Meerut,India,Uttar Pradesh,77.7064,28.98,Asia/Kolkata,1571434,
512,Yopougon,Yopougon,Côte d’Ivoire,Abidjan,-4.07,5.3347,Africa/Abidjan,1571065,
513,阿布扎比,Abu Dhabi,United Arab Emirates,Abū Z̧aby,54.3969,24.4511,Asia/Dubai,1570000,primary
514,Shiraz,Shiraz,Iran,Fārs,52.5425,29.61,Asia/Tehran,1565572,admin
515,Madurai,Madurai,India,Tamil Nādu,78.1194,9.9197,Asia/Kolkata,1561129,minor
516,湖州,Huzhou,China,浙江,120.0875,30.8925,Asia/Shanghai,1558826,minor
517,Tabriz,Tabriz,Iran,Āz̄arbāyjān-e Sharqī,46.2961,38.0739,Asia/Tehran,1558693,admin
518,Jamshedpur,Jamshedpur,India,Jhārkhand,86.1833,22.8,Asia/Kolkata,1558000,
519,马拉开波,Maracaibo,Venezuela,Zulia,-71.6333,10.6333,America/Caracas,1551539,admin
520,San Salvador,San Salvador,El Salvador,San Salvador,-89.1912,13.6976,UTC,1538525,primary
521,Kawasaki,Kawasaki,Japan,Kanagawa,139.703,35.5308,Asia/Tokyo,1538262,
522,张家界,Zhangjiajie,China,湖南,110.4844,29.1255,Asia/Shanghai,1537900,minor
523,Palembang,Palembang,Indonesia,Sumatera Selatan,104.7644,-2.9833,Asia/Jakarta,1535952,admin
524,都柏林,Dublin,Ireland,Dublin,-6.2603,53.3497,Europe/Dublin,1534900,primary
525,Ad Dammam,Ad Dammam,Saudi Arabia,Ash Sharqīyah,50.1,26.4333,Asia/Riyadh,1532326,admin
526,索菲亚,Sofia,Bulgaria,Sofia-Grad,23.3217,42.6979,Europe/Sofia,1531867,primary
527,Kobe,Kobe,Japan,Hyōgo,135.1954,34.6902,Asia/Tokyo,1521707,admin
528,瑞安,Rui'an,China,浙江,120.6526,27.778,Asia/Shanghai,1520386,
529,嘉兴,Jiaxing,China,浙江,120.75,30.7522,Asia/Shanghai,1518654,minor
530,桂平,Guiping,China,广西,110.0833,23.4,Asia/Shanghai,1511011,minor
531,廉江,Lianjiang,China,广东,110.2794,21.6146,Asia/Shanghai,1509400,
532,禹城,Yucheng,China,四川,103.0007,29.9888,Asia/Shanghai,1507258,minor
533,科尔多瓦,Cordoba,Argentina,Córdoba,-64.1833,-31.4167,America/Argentina/Buenos_Aires,1505250,admin
534,Nneyi-Umuleri,Nneyi-Umuleri,Nigeria,Anambra,6.8988,6.295,Africa/Lagos,1500000,
535,尼亚美,Niamey,Niger,Niamey,2.1175,13.515,UTC,1496260,primary
536,雷州,Leizhou,China,广东,110.0806,20.9147,Asia/Shanghai,1494700,minor
537,Gwangju,Gwangju,"Korea, South",Gwangju,126.9167,35.1667,Asia/Seoul,1490092,admin
538,累西腓,Recife,Brazil,Pernambuco,-34.8808,-8.0539,America/Sao_Paulo,1488920,admin
539,夏洛特,Charlotte,United States,North Carolina,-80.8303,35.2083,America/New_York,1488249,
540,Nasik,Nasik,India,Mahārāshtra,73.7833,20.0,Asia/Kolkata,1486053,
541,Onitsha,Onitsha,Nigeria,Anambra,6.7833,6.1667,Africa/Lagos,1483000,minor
542,阿姆斯特丹,Amsterdam,Netherlands,Noord-Holland,4.8833,52.3667,Europe/Amsterdam,1477213,primary
543,Daejeon,Daejeon,"Korea, South",Daejeon,127.385,36.35,Asia/Seoul,1475221,admin
544,Bronx,Bronx,United States,New York,-73.8662,40.8501,America/New_York,1472654,
545,奥克兰,Auckland,New Zealand,Auckland,174.7653,-36.8492,Pacific/Auckland,1470100,admin
546,Yekaterinburg,Yekaterinburg,Russia,Sverdlovskaya Oblast’,60.6128,56.8356,Europe/Moscow,1468833,admin
547,金华,Jinhua,China,浙江,119.6494,29.1046,Asia/Shanghai,1463990,minor
548,双鸭山,Shuangyashan,China,黑龙江,131.1545,46.6388,Asia/Shanghai,1462626,minor
549,邳州,Pizhou,China,江苏,118.0097,34.3422,Asia/Shanghai,1462563,
550,Nouakchott,Nouakchott,Mauritania,Nouakchott Ouest,-15.9785,18.0858,UTC,1446761,primary
551,Virginia Beach,Virginia Beach,United States,Virginia,-76.0435,36.7335,America/New_York,1441893,
552,达喀尔,Dakar,Senegal,Dakar,-17.432,14.6726,Africa/Dakar,1438725,primary
553,Goiania,Goiania,Brazil,Goiás,-49.2564,-16.6806,America/Sao_Paulo,1437366,admin
554,京都,Kyoto,Japan,Kyōto,135.7669,35.0111,Asia/Tokyo,1431419,admin
555,Guankou,Guankou,China,湖南,113.6375,28.1675,Asia/Shanghai,1429384,minor
556,固原,Guyuan,China,宁夏,106.2782,36.008,Asia/Shanghai,1426000,
557,马斯喀特,Muscat,Oman,Masqaţ,58.5922,23.6139,Asia/Muscat,1421409,primary
